longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,address
-118.4,33.96,44.0,1877.0,314.0,877.0,320.0,6.8197,<1H OCEAN,363600.0,"West Manchester Avenue, Westchester, Los Angeles, Los Angeles County, California, 90293, United States"
-117.13,32.92,16.0,2173.0,399.0,1460.0,393.0,4.2614,<1H OCEAN,169600.0,"9062, Amberly Circle, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
-122.34,41.06,33.0,2149.0,498.0,631.0,273.0,1.8816,INLAND,65800.0,"Girard Ridge Road, Shasta County, California, United States"
-122.4,38.53,24.0,1741.0,289.0,564.0,231.0,3.6118,INLAND,248400.0,"Napa County, California, United States"
-121.55,38.59,36.0,435.0,95.0,285.0,90.0,1.2292,INLAND,69600.0,"775, Ikea Court, Riverpoint Marketplace, West Sacramento, Yolo County, California, 95605, United States"
-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,INLAND,142500.0,"Nina Way, College/Glen, Sacramento, Sacramento County, California, 95826, United States"
-117.31,34.12,37.0,1412.0,343.0,1127.0,351.0,1.1667,INLAND,70900.0,"1136, West 11th Street, San Bernardino, San Bernardino County, California, 92411, United States"
-120.6,37.35,19.0,3874.0,676.0,2441.0,707.0,3.2955,INLAND,88600.0,"1766, High Street, Atwater, Merced County, California, 95301, United States"
-118.44,34.01,41.0,1309.0,221.0,534.0,228.0,5.1708,<1H OCEAN,418800.0,"12483, Palms Boulevard, Mar Vista, Los Angeles, Los Angeles County, California, 90066, United States"
-121.04,37.69,5.0,9601.0,1639.0,4449.0,1575.0,4.5332,INLAND,195500.0,"2498, Van Valin Place, Modesto, Stanislaus County, California, 95356, United States"
-119.9,36.58,20.0,1935.0,363.0,1319.0,359.0,2.4814,INLAND,74600.0,"10703, South Hayes Avenue, Raisin City, Fresno County, California, 93609, United States"
-118.97,35.38,35.0,1673.0,426.0,1041.0,413.0,1.375,INLAND,57500.0,"1568, Palm Drive, East Bakersfield, Kern County, California, 93305, United States"
-117.41,33.94,33.0,2074.0,476.0,911.0,420.0,2.87,INLAND,117600.0,"7565, Potomac Street, Riverside, Riverside County, California, 92504, United States"
-116.48,33.94,10.0,3254.0,913.0,923.0,486.0,1.8,INLAND,81000.0,"14702, Yerxa Road, Riverside County, California, 92240, United States"
-117.25,32.82,19.0,5255.0,762.0,1773.0,725.0,7.8013,NEAR OCEAN,474000.0,"5821, Caminito Empresa, San Diego, San Diego County, California, 92037, United States"
-122.1,37.97,18.0,4326.0,655.0,1753.0,646.0,5.6931,NEAR BAY,269600.0,"416, Verbena Court, Valley High, Pleasant Hill, Contra Costa County, California, 94523, United States"
-118.6,34.2,10.0,2869.0,941.0,2162.0,829.0,3.2297,<1H OCEAN,150000.0,"Public Parking, Alley ‎81003, Canoga Park, Los Angeles, Los Angeles County, California, 91303, United States"
-122.42,37.8,52.0,1777.0,486.0,932.0,427.0,3.3643,NEAR BAY,420000.0,"1247;1249;1251, Filbert Street, Russian Hill, San Francisco, California, 90214, United States"
-119.33,35.6,32.0,2703.0,683.0,2682.0,675.0,1.4619,INLAND,60500.0,"Paso Robles Highway, Wasco, Kern County, California, 93280, United States"
-118.24,34.01,30.0,405.0,86.0,376.0,68.0,1.7813,<1H OCEAN,127500.0,"1879, East Martin Luther King Junior Boulevard, Nevin, Central-Alameda, Los Angeles, Los Angeles County, California, 90058, United States"
-122.14,37.42,46.0,206.0,44.0,134.0,51.0,4.15,NEAR BAY,265000.0,"Rivian, 630, Hansen Way, Ventura, Palo Alto, Santa Clara County, California, 94306, United States"
-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,2.5392,NEAR OCEAN,147000.0,"226, Chula Vista Street, Chula Vista, San Diego County, California, 91910, United States"
-116.9,33.65,15.0,652.0,149.0,248.0,97.0,2.1071,INLAND,93800.0,"Riverside County, California, United States"
-122.53,37.96,35.0,908.0,194.0,413.0,197.0,3.9917,NEAR BAY,290800.0,"48, Meyer Road, San Rafael, Marin County, California, 94901, United States"
-117.03,32.61,22.0,1028.0,148.0,523.0,152.0,6.0086,NEAR OCEAN,166900.0,"1447, Laurel Avenue, Chula Vista, San Diego County, California, 91911, United States"
-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,INLAND,158300.0,"1264, Sunland Vista Avenue, Z'berg Park, Sacramento, Sacramento County, California, 95831, United States"
-118.54,34.18,17.0,7214.0,1994.0,4100.0,1823.0,3.0943,<1H OCEAN,174500.0,"Tarzana Treatment Center, 18646, Oxnard Street, Tarzana, Los Angeles, Los Angeles County, California, 91356, United States"
-117.19,34.03,25.0,2513.0,340.0,900.0,320.0,6.4962,INLAND,182400.0,"1234, Monte Vista Drive, Smiley Heights, Redlands, San Bernardino County, California, 92373, United States"
-117.12,32.8,31.0,1727.0,342.0,879.0,345.0,3.8125,NEAR OCEAN,166300.0,"San Diego, San Diego County, California, 92123, United States"
-122.13,37.45,41.0,3233.0,540.0,1251.0,506.0,6.6354,NEAR BAY,500001.0,"551, Hilbar Lane, Duveneck - St. Francis, Palo Alto, Santa Clara County, California, 94303, United States"
-117.96,33.76,24.0,1328.0,290.0,1012.0,306.0,4.2813,<1H OCEAN,189500.0,"9693, Westminster Avenue, Garden Grove, Orange County, California, 92844, United States"
-117.91,33.93,21.0,2578.0,363.0,1207.0,350.0,6.2452,<1H OCEAN,291700.0,"894, Columbia Street, Downtown Brea, Brea, Orange County, California, 92821, United States"
-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,<1H OCEAN,148500.0,"10600, Dalerose Avenue, Lennox, Inglewood, Los Angeles County, California, 90304, United States"
-119.3,36.35,24.0,1855.0,416.0,1520.0,410.0,2.3304,INLAND,64900.0,"Modoc Ditch Trail, Visalia, Tulare County, California, 93279, United States"
-118.42,34.31,19.0,6755.0,1443.0,4205.0,1395.0,3.9583,<1H OCEAN,163200.0,"13188, Tripoli Avenue, Sylmar Neighborhood Council District, Los Angeles, Los Angeles County, California, 91342, United States"
-120.95,36.47,52.0,1691.0,301.0,618.0,239.0,3.2292,<1H OCEAN,225000.0,"Rock Spring Creek, San Benito County, California, United States"
-117.96,33.8,30.0,729.0,131.0,488.0,139.0,4.7667,<1H OCEAN,195200.0,"11201, Biscayne Court, Garden Grove, Orange County, California, 92841, United States"
-121.35,38.59,29.0,1285.0,193.0,460.0,206.0,5.3243,INLAND,265700.0,"1469, Mipaty Lane, Sacramento County, California, 95608, United States"
-120.89,37.33,27.0,2692.0,481.0,1518.0,447.0,2.0417,INLAND,94200.0,"22148, 3rd Avenue, Stevinson, Merced County, California, 95374, United States"
-118.06,33.81,25.0,3497.0,513.0,1839.0,544.0,5.4216,<1H OCEAN,263000.0,"4142, Cerritos Avenue, Los Alamitos, Orange County, California, 90720, United States"
-117.83,33.75,22.0,6433.0,1174.0,2703.0,1125.0,4.9957,<1H OCEAN,296400.0,"17331, Roseleaf Avenue, Tustin, Orange County, California, 92780, United States"
-117.89,33.74,33.0,619.0,139.0,1217.0,146.0,4.6875,<1H OCEAN,154400.0,"517, South Forest Street, Santa Ana, Orange County, California, 92703, United States"
-121.44,38.6,16.0,2987.0,864.0,1240.0,755.0,2.8231,INLAND,137500.0,"North Sacramento Freeway, Swanston, Sacramento, Sacramento County, California, 95815, United States"
-122.27,37.86,52.0,834.0,186.0,494.0,175.0,3.15,NEAR BAY,206300.0,"Tim Moellering Field, Derby Street, South Berkeley, Berkeley, Alameda County, California, 94703, United States"
-117.5,33.92,28.0,2101.0,337.0,1061.0,348.0,4.55,INLAND,146800.0,"11481, Norwood Avenue, La Sierra, Riverside, Riverside County, California, 92515, United States"
-116.37,33.19,12.0,4890.0,1152.0,1289.0,570.0,2.5795,INLAND,98700.0,"Glorietta Canyon, Borrego Springs, San Diego County, California, 92004, United States"
-119.88,34.42,22.0,2367.0,492.0,1333.0,488.0,3.6304,NEAR OCEAN,312200.0,"North Campus Open Space, Scripps Crescent Street, Goleta, Santa Barbara County, California, 93117, United States"
-118.03,34.05,36.0,1359.0,317.0,1557.0,370.0,2.7955,<1H OCEAN,157500.0,"12115, Weaver Street, El Monte, Los Angeles County, California, 91733, United States"
-122.49,37.69,35.0,2644.0,456.0,1465.0,430.0,4.9375,NEAR OCEAN,277000.0,"765, Southgate Avenue, Daly City, San Mateo County, California, 94015, United States"
-117.22,32.83,31.0,3958.0,727.0,1924.0,728.0,5.4605,NEAR OCEAN,190200.0,"3080, Guilitoy Avenue, Elvira, San Diego, San Diego County, California, 92117, United States"
-120.96,37.65,34.0,1700.0,325.0,972.0,326.0,2.4485,INLAND,95500.0,"749, Creekview Court, Modesto, Stanislaus County, California, 95354, United States"
-122.47,37.68,31.0,4077.0,777.0,2544.0,738.0,4.5337,NEAR OCEAN,306700.0,"4035, Junipero Serra Boulevard, Colma, San Mateo County, California, 94014, United States"
-122.01,36.98,47.0,1250.0,249.0,607.0,234.0,4.0417,NEAR OCEAN,265300.0,"Ace Hardware, 1214, Soquel Avenue, Soquel Avenue Commercial Corridor, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States"
-117.96,33.8,35.0,1493.0,267.0,811.0,272.0,5.244,<1H OCEAN,218000.0,"11201, Biscayne Court, Garden Grove, Orange County, California, 92841, United States"
-118.52,34.2,37.0,1795.0,346.0,1082.0,354.0,4.9102,<1H OCEAN,207200.0,"17720, Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91335, United States"
-117.23,32.74,44.0,1404.0,229.0,513.0,217.0,4.1806,NEAR OCEAN,263800.0,"Udall Street, San Diego, San Diego County, California, 92106, United States"
-117.18,32.84,30.0,2290.0,523.0,1272.0,472.0,3.5606,NEAR OCEAN,165100.0,"5126, Winthrop Street, San Diego, San Diego County, California, 92117, United States"
-121.32,37.96,47.0,1700.0,344.0,922.0,357.0,3.1845,INLAND,87200.0,"1829, West Rose Street, Stockton, San Joaquin County, California, 95204, United States"
-118.09,33.98,37.0,1270.0,272.0,1092.0,274.0,3.5,<1H OCEAN,160700.0,"Passons Boulevard, Pico Rivera, Los Angeles County, California, 90660, United States"
-118.34,33.8,25.0,4177.0,832.0,2123.0,789.0,5.0814,<1H OCEAN,446800.0,"Zamperini Field, 3301, Airport Drive, Walteria, Torrance, Los Angeles County, California, 90505, United States"
-117.12,32.76,33.0,2279.0,591.0,1250.0,576.0,2.4297,NEAR OCEAN,139000.0,"4548, Hawley Boulevard, Normal Heights, San Diego, San Diego County, California, 92116, United States"
-119.81,34.44,23.0,3172.0,588.0,1467.0,559.0,4.6806,NEAR OCEAN,288900.0,"5336, Overpass Road, Goleta, Santa Barbara County, California, 93111, United States"
-118.19,33.97,27.0,2911.0,972.0,3559.0,945.0,1.9485,<1H OCEAN,146300.0,"Florence Avenue, Bell, Los Angeles County, California, 90201, United States"
-120.97,37.65,16.0,3960.0,716.0,1776.0,724.0,3.9886,INLAND,137500.0,"1564, Scenic Drive, Modesto, Stanislaus County, California, 95355, United States"
-118.35,33.97,26.0,1725.0,431.0,1130.0,404.0,3.2708,<1H OCEAN,128100.0,"395, East Beach Avenue, Inglewood, Los Angeles County, California, 90302, United States"
-117.94,34.04,33.0,1493.0,331.0,1571.0,354.0,3.8864,<1H OCEAN,158900.0,"15810, Hayland Street, La Puente, Los Angeles County, California, 91744, United States"
-122.27,37.89,52.0,2640.0,366.0,973.0,355.0,7.266,NEAR BAY,371100.0,"2047, Los Angeles Avenue, Northbrae, Berkeley, Alameda County, California, 94708, United States"
-122.29,37.89,52.0,2269.0,380.0,1004.0,371.0,5.1696,NEAR BAY,261400.0,"908, Carmel Avenue, Albany, Alameda County, California, 94707, United States"
-122.09,37.65,27.0,2630.0,722.0,1414.0,634.0,2.8203,NEAR BAY,195200.0,"Santa Clara Street, Hayward, Alameda County, California, 25426, United States"
-122.02,36.98,21.0,1484.0,394.0,984.0,380.0,2.1734,NEAR OCEAN,187500.0,"Firestone, 510, Water Street, Water Street Commercial Corridor, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States"
-122.44,37.78,52.0,2747.0,736.0,1309.0,653.0,2.943,NEAR BAY,341700.0,"1953;1955, Eddy Street, Western Addition, San Francisco, California, 94115, United States"
-118.52,34.18,42.0,1611.0,410.0,879.0,386.0,3.1923,<1H OCEAN,221800.0,"17766, Oxnard Street, Tarzana, Los Angeles, Los Angeles County, California, 91356, United States"
-121.32,38.41,17.0,4401.0,655.0,1970.0,639.0,5.8239,INLAND,247500.0,"Freeman Road, Elk Grove, Sacramento County, California, United States"
-122.43,37.63,34.0,4135.0,687.0,2154.0,742.0,4.9732,NEAR OCEAN,342300.0,"417, Boardwalk Drive, Peninsula Place, San Bruno, San Mateo County, California, 94066, United States"
-121.96,37.24,26.0,3032.0,605.0,1208.0,562.0,5.4683,<1H OCEAN,430900.0,"Verizon, Camellia Terrace, Shannon, Los Gatos, Santa Clara County, California, 95032, United States"
-117.02,34.03,19.0,4415.0,648.0,1627.0,619.0,4.2361,INLAND,191600.0,"Avenue E, Yucaipa, San Bernardino County, California, 92399, United States"
-118.26,34.09,36.0,3503.0,833.0,2652.0,788.0,3.8448,<1H OCEAN,241400.0,"2233, Duane Street, Silver Lake, Echo Park, Los Angeles, Los Angeles County, California, 90039, United States"
-122.13,37.47,30.0,1480.0,294.0,1126.0,301.0,4.983,NEAR BAY,166700.0,"1114, Weeks Street, Ravenswood, East Palo Alto, San Mateo County, California, 94303, United States"
-122.42,37.75,52.0,2164.0,533.0,1122.0,469.0,3.2632,NEAR BAY,306000.0,"1427, Valencia Street, San Francisco, California, 94114, United States"
-121.29,38.01,2.0,6403.0,1116.0,3327.0,957.0,4.4871,INLAND,137900.0,"5857, Caribbean Circle, Stockton, San Joaquin County, California, 95210, United States"
-116.23,33.71,17.0,4874.0,1349.0,5032.0,1243.0,2.444,INLAND,90000.0,"46599, Monte Verde Street, Indio, Riverside County, California, 92201, United States"
-118.35,33.85,34.0,1770.0,291.0,916.0,289.0,5.0,<1H OCEAN,354200.0,"19951, Mariner Avenue, Dudmore, Torrance, Los Angeles County, California, 90503, United States"
-117.11,32.75,34.0,2131.0,594.0,1373.0,562.0,2.113,NEAR OCEAN,102100.0,"University Avenue, East San Diego, City Heights, San Diego, San Diego County, California, 92105, United States"
-118.5,34.04,52.0,2233.0,317.0,769.0,277.0,8.3839,<1H OCEAN,500001.0,"16th Court, Santa Monica, Los Angeles County, California, 90402, United States"
-117.08,32.74,35.0,1434.0,253.0,753.0,228.0,2.3812,NEAR OCEAN,135100.0,"3214, 54th Frontage Street, San Diego, San Diego County, California, 92105, United States"
-117.93,33.88,32.0,2458.0,359.0,967.0,409.0,7.2893,<1H OCEAN,293500.0,"888, North Ford Avenue, Downtown Fullerton, Fullerton, Orange County, California, 92832, United States"
-118.33,33.86,36.0,854.0,160.0,473.0,150.0,6.3992,<1H OCEAN,259600.0,"3303, Falda Avenue, La Fresa, Torrance, Los Angeles County, California, 90504, United States"
-122.13,38.26,40.0,1538.0,255.0,669.0,263.0,3.3281,NEAR BAY,170200.0,"Stonefield Lane, Rockville, Solano County, California, 94534, United States"
-124.13,40.55,38.0,544.0,,240.0,91.0,3.25,<1H OCEAN,94800.0,"Rohnerville Airport, West End Place, Humboldt County, California, 95547, United States"
-122.47,37.71,42.0,1961.0,427.0,1211.0,409.0,3.5156,NEAR OCEAN,239400.0,"4043, Alemany Boulevard, San Francisco, California, 94132, United States"
-118.49,34.15,33.0,2829.0,360.0,1010.0,363.0,10.3587,<1H OCEAN,500001.0,"16328, Celinda Place, Encino, Los Angeles, Los Angeles County, California, 91436, United States"
-121.02,39.17,17.0,2277.0,459.0,1149.0,476.0,3.2303,INLAND,149500.0,"Sivers Lane, Nevada County, California, 95949, United States"
-117.2,33.38,14.0,5392.0,821.0,2350.0,810.0,5.0507,<1H OCEAN,291500.0,"842, South Ridge Drive, San Diego County, California, 92028, United States"
-122.67,38.47,19.0,1848.0,428.0,1130.0,433.0,3.0568,<1H OCEAN,190300.0,"4771, Granada Drive, Santa Rosa, Sonoma County, California, 95409, United States"
-122.23,40.57,18.0,1633.0,243.0,750.0,252.0,5.1585,INLAND,150800.0,"Foothill Highschool, Deschutes Road, Palo Cedro, Shasta County, California, 96073, United States"
-119.68,36.83,11.0,2455.0,344.0,1110.0,339.0,6.1133,INLAND,120000.0,"1866, Tenaya Avenue, Clovis, Fresno County, California, 93611, United States"
-116.51,33.84,16.0,980.0,193.0,454.0,185.0,4.0729,INLAND,100000.0,"1265, Montalvo Way, Palm Springs, Riverside County, California, 92262, United States"
-116.96,33.79,21.0,2990.0,691.0,2108.0,660.0,2.0135,INLAND,83000.0,"185, Idyllwild Drive, San Jacinto, Riverside County, California, 92583, United States"
-121.57,39.12,30.0,2601.0,534.0,1702.0,506.0,2.08,INLAND,56600.0,"5599, CA 70, Linda, Yuba County, California, 95961, United States"
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,<1H OCEAN,225000.0,"6129, Loma Avenue, Temple City, Los Angeles County, California, 91780, United States"
-118.34,34.01,35.0,1359.0,359.0,655.0,341.0,2.5568,<1H OCEAN,312500.0,"4120,4122, Marlton Avenue, Los Angeles, Los Angeles County, California, 90008, United States"
-118.44,34.22,39.0,1529.0,344.0,913.0,314.0,3.325,<1H OCEAN,178200.0,"8235, Hazeltine Avenue, Panorama City, Panorama City Neighborhood Council District, Los Angeles, Los Angeles County, California, 91402, United States"
-122.06,37.6,22.0,3009.0,497.0,1640.0,514.0,4.625,NEAR BAY,235300.0,"2474, Aptos Court, Union City, Alameda County, California, 94587, United States"
-118.1,33.81,36.0,856.0,146.0,451.0,164.0,5.1993,<1H OCEAN,246000.0,"2978, Petaluma Avenue, Long Beach, Los Angeles County, California, 90815, United States"
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,NEAR BAY,140600.0,"2514;2516, 9th Avenue, San Antonio, Oakland, Alameda County, California, 94606, United States"
-119.67,34.47,35.0,2700.0,422.0,1995.0,383.0,4.9757,<1H OCEAN,500001.0,"Gibraltar Road, Santa Barbara, Santa Barbara County, California, 93103, United States"
-119.6,36.56,36.0,738.0,168.0,737.0,186.0,1.4415,INLAND,54400.0,"Selma Unified Transportation Maintenance, 1100, Valley View Street, Selma, Fresno County, California, 93662, United States"
-118.0,33.73,26.0,2236.0,280.0,809.0,282.0,6.7395,<1H OCEAN,342800.0,"7362, Edinger Avenue, Huntington Beach, Orange County, California, 92647, United States"
-118.28,33.93,41.0,936.0,257.0,913.0,226.0,2.0313,<1H OCEAN,122600.0,"I 110 North, Los Angeles, Los Angeles County, California, 90061, United States"
-118.44,34.31,14.0,4151.0,941.0,3163.0,915.0,4.0301,<1H OCEAN,154300.0,"13162, Dronfield Avenue, Sylmar, Sylmar Neighborhood Council District, Los Angeles, Los Angeles County, California, 91342, United States"
-122.45,37.72,52.0,1729.0,319.0,890.0,300.0,4.3036,NEAR BAY,261800.0,"227, Louisburg Street, Ingleside, San Francisco, California, 94112, United States"
-120.25,37.23,34.0,1656.0,328.0,1110.0,332.0,2.1845,INLAND,59900.0,"3879, Washington Avenue, Le Grand, Merced County, California, 95333, United States"
-118.08,34.09,33.0,2557.0,578.0,1715.0,530.0,2.9196,<1H OCEAN,208800.0,"4733, Bartlett Avenue, Rosemead, Los Angeles County, California, 91770, United States"
-120.83,37.77,20.0,1717.0,403.0,1062.0,401.0,1.6759,INLAND,116700.0,"1486, East G Street, Oakdale, Stanislaus County, California, 95361, United States"
-118.3,33.8,8.0,1115.0,412.0,1472.0,396.0,3.1392,<1H OCEAN,146200.0,"24699, Magnolia Place, Harbor City, Los Angeles, Los Angeles County, California, 90710, United States"
-116.45,32.65,22.0,2680.0,643.0,1644.0,516.0,2.1949,INLAND,127100.0,"32062 .5, Highway 94, Barrett, Campo, San Diego County, California, 91906, United States"
-121.2,37.8,24.0,1698.0,344.0,927.0,313.0,3.5625,INLAND,130800.0,"234, Charles Avenue, Manteca, San Joaquin County, California, 95336, United States"
-120.1,39.2,20.0,1703.0,294.0,409.0,174.0,3.087,INLAND,196900.0,"210, Wildwood Avenue, Fulton Acres, Placer County, California, 96140, United States"
-117.51,33.89,16.0,5418.0,1005.0,2690.0,1088.0,4.0556,INLAND,158000.0,"Riverside Freeway, Corona, Riverside County, California, 92515, United States"
-118.25,34.09,52.0,2050.0,429.0,957.0,418.0,3.5603,<1H OCEAN,210000.0,"2121, Echo Park Avenue, Elysian Valley, Echo Park, Los Angeles, Los Angeles County, California, 90026, United States"
-119.83,36.83,14.0,2351.0,341.0,1128.0,363.0,6.9903,INLAND,141200.0,"2100, West Sierra Avenue, Fresno, Fresno County, California, 93711, United States"
-118.6,34.13,20.0,14291.0,1934.0,5452.0,1875.0,9.1232,<1H OCEAN,472000.0,"Summit Valley Edmund D. Edelman Park, Santa Maria Canyon Trail, Topanga, Los Angeles County, California, 90290, United States"
-118.45,34.17,33.0,3100.0,687.0,1388.0,658.0,4.3333,<1H OCEAN,261300.0,"14558, Albers Street, Van Nuys Neighborhood Council District, Los Angeles, Los Angeles County, California, 91411, United States"
-118.01,33.73,23.0,4095.0,578.0,1766.0,589.0,6.7418,<1H OCEAN,302500.0,"6800, Edinger Avenue, Huntington Beach, Orange County, California, 92647, United States"
-118.41,34.02,34.0,1430.0,357.0,805.0,362.0,3.3462,<1H OCEAN,307000.0,"3694, Glendon Avenue, Palms, Los Angeles, Los Angeles County, California, 90034, United States"
-117.64,34.03,10.0,3194.0,579.0,2088.0,549.0,4.1779,INLAND,159100.0,"2400, Caldwell Place, Ontario, San Bernardino County, California, 91761, United States"
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,NEAR BAY,171400.0,"1850, Park Boulevard, Cleveland Heights, Oakland, Alameda County, California, 94606, United States"
-122.62,38.73,21.0,1425.0,323.0,727.0,287.0,2.1474,INLAND,85300.0,"East Road, Lake County, California, United States"
-118.25,34.23,37.0,1954.0,368.0,967.0,370.0,5.0862,<1H OCEAN,261300.0,"PET grooming, Foothill Boulevard, Glendale, Los Angeles County, California, 91214, United States"
-118.82,34.14,22.0,11668.0,1730.0,4054.0,1671.0,6.9935,NEAR OCEAN,385500.0,"3845, Lakeview Canyon Road, Westlake Village, Los Angeles County, California, 91361, United States"
-118.43,34.3,37.0,1394.0,313.0,1111.0,327.0,3.6023,<1H OCEAN,161800.0,"1806, Knox Street, San Fernando, Los Angeles County, California, 91340, United States"
-120.63,35.59,9.0,5782.0,1184.0,3026.0,1130.0,2.6528,<1H OCEAN,113500.0,"3520, Creston Road, San Luis Obispo County, California, United States"
-118.47,33.99,34.0,1875.0,501.0,1491.0,526.0,2.8417,<1H OCEAN,321400.0,"1324, Riviera Avenue, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
-118.12,34.09,25.0,4870.0,1371.0,3518.0,1296.0,3.2307,<1H OCEAN,188400.0,"Chapel Avenue, Alhambra, Los Angeles County, California, 91802, United States"
-117.61,33.43,24.0,2303.0,399.0,851.0,379.0,3.9875,NEAR OCEAN,346500.0,"Our Lady of Fatima Catholic Church and School, 105, North la Esperanza, San Clemente, Orange County, California, 92672, United States"
-122.17,37.77,39.0,1612.0,342.0,912.0,322.0,3.3958,NEAR BAY,141900.0,"7320, Ney Avenue, Eastmont, Oakland, Alameda County, California, 94615, United States"
-122.08,37.67,29.0,493.0,168.0,233.0,152.0,0.9637,NEAR BAY,160000.0,"22874;22876, Main Street, Hayward, Alameda County, California, 94541, United States"
-118.3,34.06,47.0,1390.0,872.0,2860.0,827.0,1.468,<1H OCEAN,137500.0,"West 7th Street, Koreatown, Los Angeles, Los Angeles County, California, 90005, United States"
-121.45,38.57,52.0,3994.0,635.0,1295.0,625.0,5.1169,INLAND,232500.0,"42nd Street Mission Way Alley, East Sacramento, Sacramento, Sacramento County, California, 95819, United States"
-118.27,34.17,48.0,1560.0,280.0,825.0,269.0,5.5118,<1H OCEAN,354700.0,"1481, Ardmore Avenue, Glendale, Los Angeles County, California, 91202, United States"
-118.34,33.87,28.0,2948.0,566.0,1445.0,524.0,5.3743,<1H OCEAN,286500.0,"San Diego Freeway, La Fresa, Torrance, Los Angeles County, California, 90504, United States"
-122.96,38.26,20.0,1982.0,358.0,308.0,132.0,3.1429,NEAR OCEAN,240900.0,"Oceana Drive, Dillon Beach, Marin County, California, 94929, United States"
-121.87,36.55,20.0,10053.0,1768.0,3083.0,1621.0,5.1506,NEAR OCEAN,387500.0,"Northridge Drive, Monterey County, California, 93940, United States"
-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417,<1H OCEAN,237000.0,"Leuzinger High School, Freeman Avenue, Lawndale, Los Angeles County, California, 90260, United States"
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,<1H OCEAN,168900.0,"5552, Gala Avenue, allied gardens (all residential roads should be 25mph), Navajo, Allied Gardens, San Diego, San Diego County, California, 92120, United States"
-119.13,34.19,16.0,6389.0,1330.0,6242.0,1340.0,4.0222,NEAR OCEAN,206800.0,"Ventura County, California, United States"
-118.16,34.14,27.0,1551.0,254.0,816.0,233.0,8.2435,<1H OCEAN,500001.0,"347, Arbor Street, Pasadena, Los Angeles County, California, 91105, United States"
-121.39,38.63,34.0,1226.0,180.0,359.0,167.0,3.8068,INLAND,150400.0,"3514, Leatha Way, Sacramento County, California, 95821, United States"
-121.75,37.29,15.0,1486.0,310.0,455.0,296.0,4.3365,<1H OCEAN,221000.0,"The Villages Golf and Country Club, Village-Hermosa Lane, San Jose, Santa Clara County, California, 95135, United States"
-118.47,34.01,27.0,1782.0,471.0,837.0,422.0,3.7727,<1H OCEAN,413000.0,"1398, Ocean Park Place South, Santa Monica, Los Angeles County, California, 90405, United States"
-117.37,34.13,17.0,2681.0,470.0,1621.0,459.0,3.875,INLAND,118500.0,"Rialto Unified School District, 182, East Walnut Avenue, Rialto, San Bernardino County, California, 92376, United States"
-121.86,37.37,15.0,8162.0,2124.0,8793.0,2086.0,3.3306,<1H OCEAN,210300.0,"Independence High School, 1776, Educational Park Drive, San Jose, Santa Clara County, California, 95133, United States"
-119.34,36.32,6.0,3266.0,604.0,1769.0,580.0,3.1574,INLAND,89200.0,"4449, West Tulare Avenue, Visalia, Tulare County, California, 93277, United States"
-118.61,34.21,34.0,3494.0,557.0,1861.0,576.0,5.6407,<1H OCEAN,251500.0,"Faith Baptist, Nevada Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91303, United States"
-117.35,33.97,27.0,3960.0,886.0,2807.0,838.0,3.024,INLAND,122500.0,"1765, Ohio Street, Riverside, Riverside County, California, 92521, United States"
-122.5,37.6,35.0,2197.0,369.0,971.0,326.0,4.25,NEAR OCEAN,241700.0,"Cabrillo Highway, Pedro Valley, Pacifica, San Mateo County, California, 94044, United States"
-118.27,33.83,34.0,1124.0,245.0,717.0,242.0,3.1667,<1H OCEAN,186900.0,"21798, Neptune Avenue, Keystone, Carson, Los Angeles County, California, 90745, United States"
-122.31,37.55,45.0,507.0,140.0,305.0,139.0,2.6159,NEAR OCEAN,272900.0,"1321, Ivy Street, Hayward Park, San Mateo, San Mateo County, California, 94403, United States"
-118.56,34.2,35.0,2273.0,,1431.0,403.0,4.0789,<1H OCEAN,196700.0,"19630, Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91335, United States"
-118.2,33.89,37.0,2394.0,568.0,2499.0,551.0,2.5321,<1H OCEAN,105100.0,"772, South Locust Circle, Compton, Los Angeles County, California, 90221, United States"
-121.99,36.98,19.0,5613.0,1321.0,3018.0,1268.0,3.1914,NEAR OCEAN,215600.0,"790, Freeman Court, Live Oak, Santa Cruz County, California, 95062, United States"
-121.74,36.49,33.0,2952.0,565.0,1264.0,517.0,4.4209,<1H OCEAN,274600.0,"Laurel Drive, Carmel Valley, Monterey County, California, United States"
